Id Database record;Name_site;Province;Country;Region;Laboratory;CRA;Error;Life;Method;Sample;Type;Specie;13C;15N;CN;Level;SU or UE;Periodization;Phase;Cultural_horizon;Cultural info;LongGM;LatGM;Short reference;Bibliography
336;Cueva de la Cocina;València;Spain;West Mediterranean;Beta-599658;6770;30;Short;AMS;Seed / Fruit;Singular;pine cone;-21.9;;;Trench 3, 2015 fieldwork;UE 1020 AE7S;Mesolithic;Late;;;-0.72597;39.25204;García-Puchol et al. 2023;García-Puchol, O., McClure, S. B., Juan-Cabanilles, J., Cortell-Nicolau, A., Diez-Castillo, A., Pascual Benito, J.L., Pérez-Ripoll, M., Pardo-Gordó, S., Gallello, G., Ramacciotti, M., Molina- Balaguer, L., López-Montalvo, E., Bernabeu-Aubán, J., Basile,  M., Real-Margalef, C., Sanchis-Serra, A., Pérez-Fernández, Á., Orozco-Köhler, T., Carrión-Marco, Y., Pérez-Jordà, G., Barrera-Cruz, M., Escribá-Ruiz, P., Jiménez-Puerto, J., 2013. A multi-stage Bayesian modelling for building the chronocultural sequence of the Late Mesolithic at Cueva de la Cocina (Valencia, Eastern Iberia), Quaternary International,2023, ISSN 1040-6182, doi:10.1016/j.quaint.2023.05.015.
337;Cueva de la Cocina;València;Spain;West Mediterranean;UCIAMS-147347;7415;35;Short;AMS;Bone;Singular;Capra pyrenaica;;;;Pericot 1941-11;Layer 11;Mesolithic;Late;Castelnovian A;12 trapezes / 1 triangle [Cortell et al. 2023] // 14 trapezes / 2 triangles  [based on supplementary data of Oreto et al. 2023];-0.72597;39.25204;García-Puchol et al. 2017;García-Puchol, O., McClure, S.B., Juan-Cabanilles, J., Diez-Castillo, A.A., Bernabeu-Aubán, J., Martí-Oliver, B., Pardo-Gordó, S., Pascual-Benito, J.L., Pérez-Ripoll, M., Balaguer, L.M., 2017. Cocina Cave Revisited: Bayesian radiocarbon chronology for the last hunter-gatherers and first farmers in Eastern Iberia. Quat. Int.
338;Cueva de la Cocina;València;Spain;West Mediterranean;UCIAMS-147348;7905;40;Short;AMS;Bone;Singular;Capra pyrenaica;;;;Pericot 1941-13;Layer 13;Mesolithic;Late;;Lithics non diagnostics (phase A0);-0.72597;39.25204;García-Puchol et al. 2017;García-Puchol, O., McClure, S.B., Juan-Cabanilles, J., Diez-Castillo, A.A., Bernabeu-Aubán, J., Martí-Oliver, B., Pardo-Gordó, S., Pascual-Benito, J.L., Pérez-Ripoll, M., Balaguer, L.M., 2017. Cocina Cave Revisited: Bayesian radiocarbon chronology for the last hunter-gatherers and first farmers in Eastern Iberia. Quat. Int.
339;Cueva de la Cocina;València;Spain;West Mediterranean;UCIAMS-147346;6970;35;Short;AMS;Bone;Singular;Cervus elaphus;;;;Pericot 1941-3;Layer 3;Mesolithic;Late;Castelnovian B;"68 trapezes / 13 triangles / 55 triangles ""Cocina type""  [based on supplementary data of Oreto et al. 2023]";-0.72597;39.25204;García-Puchol et al. 2017;García-Puchol, O., McClure, S.B., Juan-Cabanilles, J., Diez-Castillo, A.A., Bernabeu-Aubán, J., Martí-Oliver, B., Pardo-Gordó, S., Pascual-Benito, J.L., Pérez-Ripoll, M., Balaguer, L.M., 2017. Cocina Cave Revisited: Bayesian radiocarbon chronology for the last hunter-gatherers and first farmers in Eastern Iberia. Quat. Int.
340;Cueva de la Cocina;València;Spain;West Mediterranean;UCIAMS-145194;7300;30;Short;AMS;Bone;Singular;Cervus elaphus;;;;Pericot 1941-6;Layer 6;Mesolithic;Late;Castelnovian B;13 trapezes / 1 triangle [Cortell et al. 2023] /// 6 trapezes / 2 triangles  [based on supplementary data of Oreto et al. 2023];-0.72597;39.25204;García-Puchol et al. 2017;García-Puchol, O., McClure, S.B., Juan-Cabanilles, J., Diez-Castillo, A.A., Bernabeu-Aubán, J., Martí-Oliver, B., Pardo-Gordó, S., Pascual-Benito, J.L., Pérez-Ripoll, M., Balaguer, L.M., 2017. Cocina Cave Revisited: Bayesian radiocarbon chronology for the last hunter-gatherers and first farmers in Eastern Iberia. Quat. Int.
341;Cueva de la Cocina;València;Spain;West Mediterranean;UCIAMS-145195;7475;25;Short;AMS;Bone;Singular;Capra pyrenaica;;;;Pericot 1941-8;Layer 8;Mesolithic;Late;Castelnovian A;7 trapezes / 1 triangle [Cortell et al. 2023] /// 14 trapezes / 2 traingles  [based on supplementary data of Oreto et al. 2023];-0.72597;39.25204;García-Puchol et al. 2017;García-Puchol, O., McClure, S.B., Juan-Cabanilles, J., Diez-Castillo, A.A., Bernabeu-Aubán, J., Martí-Oliver, B., Pardo-Gordó, S., Pascual-Benito, J.L., Pérez-Ripoll, M., Balaguer, L.M., 2017. Cocina Cave Revisited: Bayesian radiocarbon chronology for the last hunter-gatherers and first farmers in Eastern Iberia. Quat. Int.
342;Cueva de la Cocina;València;Spain;West Mediterranean;Beta-267438;7350;40;Short;AMS;Bone;Singular;Capra pyrenaica;;;;I;Layer 12;Mesolithic;Late;Castelnovian B;;-0.72597;39.25204;Juan-Cabanilles y García 2013;Juan-Cabanilles, J., García Puchol, O., 2013. Rupture et continuité dans la néolithisation du versant méditerranéen de la péninsule Ibérique: mise à l’épreuve du modèle du dualité culturelle. Transit. Ruptures Contin. Durant Préhistoire Actes XXVIIe Congrès Préhistorique Fr. Bordx.- Eyzies 31, 405–417.
343;Cueva de la Cocina;València;Spain;West Mediterranean;Beta-267439;6760;40;Short;AMS;Bone;Singular;Capra pyrenaica;;;;I;Layer 13;Mesolithic;Late;Castelnovian B;;-0.72597;39.25204;Juan-Cabanilles y García 2013;Juan-Cabanilles, J., García Puchol, O., 2013. Rupture et continuité dans la néolithisation du versant méditerranéen de la péninsule Ibérique: mise à l’épreuve du modèle du dualité culturelle. Transit. Ruptures Contin. Durant Préhistoire Actes XXVIIe Congrès Préhistorique Fr. Bordx.- Eyzies 31, 405–417.
344;Cueva de la Cocina;València;Spain;West Mediterranean;Beta-267440;7610;40;Short;AMS;Bone;Singular;Capra pyrenaica;;;;I;Layer 17;Mesolithic;Late;Castelnovian A;;-0.72597;39.25204;Juan-Cabanilles y García 2013;Juan-Cabanilles, J., García Puchol, O., 2013. Rupture et continuité dans la néolithisation du versant méditerranéen de la péninsule Ibérique: mise à l’épreuve du modèle du dualité culturelle. Transit. Ruptures Contin. Durant Préhistoire Actes XXVIIe Congrès Préhistorique Fr. Bordx.- Eyzies 31, 405–417.
345;Cueva de la Cocina;València;Spain;West Mediterranean;Beta-267435;6840;50;Short;AMS;Bone;Singular;Capra pyrenaica;;;;II;Layer 6;Mesolithic;Late;Castelnovian B;;-0.72597;39.25204;Juan-Cabanilles y García 2013;Juan-Cabanilles, J., García Puchol, O., 2013. Rupture et continuité dans la néolithisation du versant méditerranéen de la péninsule Ibérique: mise à l’épreuve du modèle du dualité culturelle. Transit. Ruptures Contin. Durant Préhistoire Actes XXVIIe Congrès Préhistorique Fr. Bordx.- Eyzies 31, 405–417.
346;Cueva de la Cocina;València;Spain;West Mediterranean;Beta-267436;7080;50;Short;AMS;Bone;Singular;Capra pyrenaica;;;;II;Layer 8;Mesolithic;Late;Castelnovian B;;-0.72597;39.25204;Juan-Cabanilles y García 2013;Juan-Cabanilles, J., García Puchol, O., 2013. Rupture et continuité dans la néolithisation du versant méditerranéen de la péninsule Ibérique: mise à l’épreuve du modèle du dualité culturelle. Transit. Ruptures Contin. Durant Préhistoire Actes XXVIIe Congrès Préhistorique Fr. Bordx.- Eyzies 31, 405–417.
347;Cueva de la Cocina;València;Spain;West Mediterranean;Beta-267437;7050;50;Short;AMS;Bone;Singular;Capra pyrenaica;;;;II;Layer 10;Mesolithic;Late;Castelnovian B;;-0.72597;39.25204;Juan-Cabanilles y García 2013;Juan-Cabanilles, J., García Puchol, O., 2013. Rupture et continuité dans la néolithisation du versant méditerranéen de la péninsule Ibérique: mise à l’épreuve du modèle du dualité culturelle. Transit. Ruptures Contin. Durant Préhistoire Actes XXVIIe Congrès Préhistorique Fr. Bordx.- Eyzies 31, 405–417.
348;Cueva de la Cocina;València;Spain;West Mediterranean;PSU-4429;7135;25;Short;AMS;Bone;Singular;Human;-18.8;9.3;3.27;Pericot 41;Layer 2;Mesolithic;Late;Castelnovian B;"14 trapezes / 3 triangles / 10 triangles ""Cocina type""  [based on supplementary data of Oreto et al. 2023]";-0.72597;39.25204;Olalde et al. 2019;"Olalde, I., Mallick, S., Patterson, N., Rohland, N., Villalba-Mouco, V., Silva, M., Dulias, K., Edwards, C.J., Gandini, F., Pala, M., Soares, P., Ferrando-Bernal, M., Adamski, N., Broomandkhoshbacht, N., Cheronet, O., Culleton, B.J., Fernandes, D., Lawson, A.M., Mah, M., Oppenheimer, J., Stewardson, K., Zhang, Z., Jiménez Arenas, J.M., Toro Moyano, I.J., Salazar-García, D.C., Castanyer, P., Santos, M., Tremoleda, J., Lozano, M., García Borja, P., Fernández-Eraso, J., Mujika-Alustiza, J.A., Barroso, C., Bermúdez, F.J., Viguera Mínguez, E., Burch, J., Coromina, N., Vivó, D., Cebrià, A., Fullola, J.M., García-Puchol, O., Morales, J.I., Oms, F.X., Majó, T., Vergès, J.M., Díaz-Carvajal, A., Ollich-Castanyer, I., López-Cachero, F.J., Silva, A.M., Alonso-Fernández, C., Delibes de Castro, G., Jiménez Echevarría, J., Moreno-Márquez, A., Pascual Berlanga, G., Ramos-García, P., Ramos-Muñoz, J., Vijande Vila, E., Aguilella Arzo, G., Esparza Arroyo, Á., Lillios, K.T., Mack, J., Velasco-Vázquez, J., Waterman, A., Benítez de Lugo Enrich, L., Benito Sánchez, M., Agustí, B., Codina, F., de Prado, G., Estalrrich, A., Fernández Flores, Á., Finlayson, C., Finlayson, G., Finlayson, S., Giles-Guzmán, F., Rosas, A., Barciela González, V., García Atiénzar, G., Hernández Pérez, M.S., Llanos, A., Carrión Marco, Y., Collado Beneyto, I., López-Serrano, D., Sanz Tormo, M., Valera, A.C., Blasco, C., Liesau, C., Ríos, P., Daura, J., de Pedro Michó, M.J., Diez-Castillo, A.A., Flores Fernández, R., Francès Farré, J., Garrido-Pena, R., Gonçalves, V.S., Guerra-Doce, E., Herrero-Corral, A.M., Juan-Cabanilles, J., López-Reyes, D., McClure, S.B., Merino Pérez, M., Oliver Foix, A., Sanz Borràs, M., Sousa, A.C., Vidal Encinas, J.M., Kennett, D.J., Richards, M.B., Werner Alt, K., Haak, W., Pinhasi, R., Lalueza-Fox, C., Reich, D., 2019. The genomic history of the Iberian Peninsula over the past 8000 years. Science 363, 1230. https://doi.org/10.1126/science.aav4040
"
349;Cueva de la Cocina;València;Spain;West Mediterranean;UCIAMS-145198;6985;25;Short;AMS;Bone;Singular;Capra pyrenaica;;;;H;B5 Layer 2;Mesolithic;Late;Castelnovian B;;-0.72597;39.25204;Pardo-Gordó et al. 2018;Pardo-Gordó, S., García Puchol, O., Diez Castillo, A., McClure, S.B., Juan Cabanilles, J., Pérez Ripoll, M., Molina Balaguer, L., Bernabeu Auban, J., Pascual Benito, J.L., Kennett, D.J., Cortell Nicolau, A., Tsante, N., Basile, M., 2018. Taphonomic processes inconsistent with indigenous Mesolithic acculturation during the transition to the Neolithic in the Western Mediterranean. Quat. Int. https://doi.org/10.1016/j.quaint.2018.05.008
350;Cueva de la Cocina;València;Spain;West Mediterranean;UCIAMS-145196;7455;25;Short;AMS;Bone;Singular;Cervus elaphus;;;;H;H3 Layer 5;Mesolithic;Late;Castelnovian A;;-0.72597;39.25204;Pardo-Gordó et al. 2018;Pardo-Gordó, S., García Puchol, O., Diez Castillo, A., McClure, S.B., Juan Cabanilles, J., Pérez Ripoll, M., Molina Balaguer, L., Bernabeu Auban, J., Pascual Benito, J.L., Kennett, D.J., Cortell Nicolau, A., Tsante, N., Basile, M., 2018. Taphonomic processes inconsistent with indigenous Mesolithic acculturation during the transition to the Neolithic in the Western Mediterranean. Quat. Int. https://doi.org/10.1016/j.quaint.2018.05.008
351;Cueva de la Cocina;València;Spain;West Mediterranean;UCIAMS-145197;7710;30;Short;AMS;Bone;Singular;Capra pyrenaica;;;;H;H4 Layer 6;Mesolithic;Late;;Lithics non diagnostics (phase A0);-0.72597;39.25204;Pardo-Gordó et al. 2018;Pardo-Gordó, S., García Puchol, O., Diez Castillo, A., McClure, S.B., Juan Cabanilles, J., Pérez Ripoll, M., Molina Balaguer, L., Bernabeu Auban, J., Pascual Benito, J.L., Kennett, D.J., Cortell Nicolau, A., Tsante, N., Basile, M., 2018. Taphonomic processes inconsistent with indigenous Mesolithic acculturation during the transition to the Neolithic in the Western Mediterranean. Quat. Int. https://doi.org/10.1016/j.quaint.2018.05.008
352;Cueva de la Cocina;València;Spain;West Mediterranean;UCIAMS-174943;7400;30;Short;AMS;Bone;Singular;Human;-18.1;8.6;3.3;Pericot 1943 zone E;capa 8/9;Mesolithic;Late;Castelnovian B;22 trapezes of layer 8 / 6 trapezes of layer 9 / 1 triangle of layer 9  [based on supplementary data of Oreto et al. 2023];-0.72597;39.25204;McClure et al. 2023;Sarah B. McClure, Ángela Pérez Fernández, Oreto García Puchol, Joaquim Juan Cabanilles, Mesolithic human remains at Cueva de la Cocina: Insights from bioarchaeology and geochemistry, Quaternary International, 2023, ISSN 1040-6182, https://doi.org/10.1016/j.quaint.2023.07.001.
353;Cueva de la Cocina;València;Spain;West Mediterranean;UCIAMS-174147;7375;25;Short;AMS;Bone;Singular;Human;-19.3;8.2;3.26;Pericot 1942 rincon SE;Layer 1;Mesolithic;Late;Castelnovian B;"21 trapezes / 20 triangles / 1 triangle ""Cocina type"" [based on supplementary data of Oreto et al. 2023]";-0.72597;39.25204;McClure et al. 2023;Sarah B. McClure, Ángela Pérez Fernández, Oreto García Puchol, Joaquim Juan Cabanilles, Mesolithic human remains at Cueva de la Cocina: Insights from bioarchaeology and geochemistry, Quaternary International, 2023, ISSN 1040-6182, https://doi.org/10.1016/j.quaint.2023.07.001.
354;Cueva de la Cocina;València;Spain;West Mediterranean;Beta-618258;7120;30;Short;AMS;Bone;Singular;Human;-18.8;10.8;3.3;Sarrión 1974;;Mesolithic;Late;Castelnovian B;;-0.72597;39.25204;McClure et al. 2023;Sarah B. McClure, Ángela Pérez Fernández, Oreto García Puchol, Joaquim Juan Cabanilles, Mesolithic human remains at Cueva de la Cocina: Insights from bioarchaeology and geochemistry, Quaternary International, 2023, ISSN 1040-6182, https://doi.org/10.1016/j.quaint.2023.07.001.
355;Cueva de la Cocina;València;Spain;West Mediterranean;Beta-618257;7090;30;Short;AMS;Bone;Singular;Human;-18.2;10.6;3.2;Sarrión 1974;;Mesolithic;Late;Castelnovian B;;-0.72597;39.25204;McClure et al. 2023;Sarah B. McClure, Ángela Pérez Fernández, Oreto García Puchol, Joaquim Juan Cabanilles, Mesolithic human remains at Cueva de la Cocina: Insights from bioarchaeology and geochemistry, Quaternary International, 2023, ISSN 1040-6182, https://doi.org/10.1016/j.quaint.2023.07.001.
984;Vale Frade;Distrito de Lisboa;Portugal;Atlantic Coast;Sac-1577;9090;75;Short;n.d;Shell;Singular;Patella sp.;1.6;;;Level 5-6;;Mesolithic;Early;Initial Mesolithic;;-9.32028;39.28466;Bicho 2009;
985;Vale Frade;Distrito de Lisboa;Portugal;Atlantic Coast;Gif-1438;8500;110;Long;Conventional;Charcoal;n.d;n.d;;;;Level 2b (base);;Mesolithic;Early;Initial Mesolithic;;-9.32028;39.28466;Bicho 2009;
986;Vale Frade;Distrito de Lisboa;Portugal;Atlantic Coast;Sac-1586;8910;65;Short;n.d;Shell;Singular;Monotonda turbinata;1;;;Level 5-6;;Mesolithic;Early;Initial Mesolithic;;-9.32028;39.28466;Bicho 2009;
37;Abrigo Grande de Bocas;Distrito Santarém;Portugal;Atlantic Coast;ICEN-899;7490;110;Short;Conventional;Shell;Bulk;n.d;;;;;Camada 1;Mesolithic;Late;Castelnovian A;47 trapeze / 4 triangle / 40 segment  [Carvalho 2008];-8.91273;39.32236;Zilhão 2000;
52;Areeiro III;Distrito Santarém;Portugal;Atlantic Coast;ICEN-547;8860;80;Long;Conventional;Charcoal;n.d;n.d;-24.59;;;Test VI b;;Mesolithic;Early;Initial Mesolithic;Flakes and denticulates;-8.92056;39.33218;Bicho 1991;
53;Areeiro III;Distrito Santarém;Portugal;Atlantic Coast;ICEN-494;8850;50;Long;Conventional;Charcoal;n.d;n.d;-23.06;;;Fireplace 2;A23/A22;Mesolithic;Early;Initial Mesolithic;Flakes and denticulates;-8.92056;39.33218;Bicho 1991;
54;Areeiro III;Distrito Santarém;Portugal;Atlantic Coast;ICEN-545;8570;130;Long;Conventional;Charcoal;n.d;n.d;-24.5;;;Fireplace 1;A24;Mesolithic;Early;Initial Mesolithic;Flakes and denticulates;-8.92056;39.33218;Bicho 1991;
55;Areeiro III;Distrito Santarém;Portugal;Atlantic Coast;ICEN-548;8380;90;Long;Conventional;Charcoal;n.d;n.d;-24.59;;;Area 2;B10/B11;Mesolithic;Early;Initial Mesolithic;Flakes and denticulates;-8.92056;39.33218;Bicho 1991;
834;Quinta do Sanguinhal;Distrito de Leiria;Portugal;Atlantic Coast;OxA-5525;7720;70;Long;AMS;Charcoal;Bulk;n.d;-24.2;;;;;Palaeolithic;;Mixed cultural horizons;* Gravettian occupation;-8.93332;39.33332;Higham et al. 2007;
460;Fonte Pinheiro;Distrito Santarém;Portugal;Atlantic Coast;ICEN-973;8450;190;Long;Conventional;Charcoal;n.d;n.d;;;;Level 2;;Mesolithic;Late;Castelnovian A;Presence of microburin [Bicho1994];-8.95202;39.34632;Araújo 2003;
466;Forno da Telha;Distrito de Santarém;Portugal;Atlantic Coast;Wk-18358;6764;35;Short;AMS;Bone;Singular;Sus scrofa;;;;Shell Midden;;Mesolithic;Late;Castelnovian C;3 trapeze / 8 triangle / 9 segment [Araujo 1993];-9.08277;39.38736;Araújo 1993;
467;Forno da Telha;Distrito de Santarém;Portugal;Atlantic Coast;ICEN-417;7360;90;Short;Conventional;Shell;Bulk;n.d;;;;Base;Layer 2;Mesolithic;Late;Castelnovian B;69 trapeze / 82 triangle / 67 segment [Araujo 1993];-9.08277;39.38736;Zilhão 2000;
468;Forno da Telha;Distrito de Santarém;Portugal;Atlantic Coast;ICEN-416;7320;60;Short;n.d;Shell;n.d;Cerastodema edule;;;;Base;Layer 2;Mesolithic;Late;Castelnovian B;69 trapeze / 82 triangle / 67 segment [Araujo 1993];-9.08277;39.38736;Carvalho 2009;
480;Grava;Blk. Corfú;Greece;West Balkans;OxA-3401;8840;85;Short;AMS;Bone;Singular;Burned / Calcinated;-17.2;;;;G7 4a;Mesolithic;;Romanellian;;19.8834;39.46647;Galanidou 2011;Galanidou, N. 2011. Mesolithic Cave Use in Greece and the Mosaic of Human Comunities. Journal of Mediterranean Archaeology 24(2), 219-242
481;Grava;Blk. Corfú;Greece;West Balkans;OxA-3402;9710;95;Short;AMS;Bone;Singular;Burned / Calcinated;-16.6;;;;G8 4a;Mesolithic;;Romanellian;;19.8834;39.46647;Galanidou 2011;Galanidou, N. 2011. Mesolithic Cave Use in Greece and the Mosaic of Human Comunities. Journal of Mediterranean Archaeology 24(2), 219-242
953;Toledo;Distrito de Lisboa;Portugal;Atlantic Coast;TO-707;7800;110;Short;AMS;Bone;n.d;n.d;;;;;F7 (z = -154);Mesolithic;Early;Initial Mesolithic;Flakes [Araujo 2011, monograph];-9.0166;39.4666;Marques-Gabriel 2015;
954;Toledo;Distrito de Lisboa;Portugal;Atlantic Coast;ICEN-1529;9200;70;Short;Conventional;Shell;Singular;Cardium edule;;;;;T45 / B12-13;Mesolithic;Early;Initial Mesolithic;Flakes [Araujo 2011, monograph];-9.0166;39.4666;Araújo 2003;
955;Toledo;Distrito de Lisboa;Portugal;Atlantic Coast;ICEN-1533;9120;80;Short;Conventional;Shell;Singular;Cardium edule;;;;;T45 / D21-56;Mesolithic;Early;Initial Mesolithic;Flakes [Araujo 2011, monograph];-9.0166;39.4666;Araújo 2003;
956;Toledo;Distrito de Lisboa;Portugal;Atlantic Coast;Sac-1587;9000;60;Short;Conventional;Shell;Singular;Cardium edule;;;;;K13 / B12;Mesolithic;Early;Initial Mesolithic;Flakes [Araujo 2011, monograph];-9.0166;39.4666;Araújo 2003;
9;Abrigo da Pena de Mira;Distrito de Leiria;Portugal;Atlantic Coast;ICEN-966;7810;120;Long;Conventional;Charcoal;n.d;n.d;;;;Brecha desmantelada;Shellmidden;Mesolithic;Early;Initial Mesolithic;;-8.71667;39.53333;Araújo 2003;
936;Somk;P. Cerdeña;Italy;West Mediterranean;AA-79862;7127;59;Long;AMS;Charcoal;Singular;n.d;-24.8;;;I;;Mesolithic;Early;Island Mesolithic;;8.453710;39.556212;Melis et al. 2023;Melis, R. T., Demurtas, V., Mussi, M., Emanuele Orrù, P., Sulis, A., Altamura, F., Erbì, R., Orrù, M., & Deiana, G. (2023). The paleolandscape evolution of the southwestern coast of Sardinia (Italy) and its impact on Mesolithic settlements. Journal of Maps, 0(0), 1-14. https://doi.org/10.1080/17445647.2023.2182722
937;Somk;P. Cerdeña;Italy;West Mediterranean;AA-76545;7678;73;Short;AMS;Bone;Singular;Human;-20.2;;;II;;Mesolithic;Early;Island Mesolithic;;8.453710;39.556212;Melis et al. 2023;Melis, R. T., Demurtas, V., Mussi, M., Emanuele Orrù, P., Sulis, A., Altamura, F., Erbì, R., Orrù, M., & Deiana, G. (2023). The paleolandscape evolution of the southwestern coast of Sardinia (Italy) and its impact on Mesolithic settlements. Journal of Maps, 0(0), 1-14. https://doi.org/10.1080/17445647.2023.2182722
938;Somk;P. Cerdeña;Italy;West Mediterranean;AA-76546;7860;44;Short;AMS;Charcoal;Singular;n.d;-23.5;;;III;;Mesolithic;Early;Island Mesolithic;;8.453710;39.556212;Melis et al. 2023;Melis, R. T., Demurtas, V., Mussi, M., Emanuele Orrù, P., Sulis, A., Altamura, F., Erbì, R., Orrù, M., & Deiana, G. (2023). The paleolandscape evolution of the southwestern coast of Sardinia (Italy) and its impact on Mesolithic settlements. Journal of Maps, 0(0), 1-14. https://doi.org/10.1080/17445647.2023.2182722
939;Somk;P. Cerdeña;Italy;West Mediterranean;DSH-9497;8238;24;Short;AMS;Charcoal;Singular;n.d;-27;;;IV;;Mesolithic;Early;Island Mesolithic;;8.453710;39.556212;Melis et al. 2023;Melis, R. T., Demurtas, V., Mussi, M., Emanuele Orrù, P., Sulis, A., Altamura, F., Erbì, R., Orrù, M., & Deiana, G. (2023). The paleolandscape evolution of the southwestern coast of Sardinia (Italy) and its impact on Mesolithic settlements. Journal of Maps, 0(0), 1-14. https://doi.org/10.1080/17445647.2023.2182722
940;Somk;P. Cerdeña;Italy;West Mediterranean;DSH-9496;8130;53;Short;AMS;Charcoal;Singular;n.d;-46;;;V;;Mesolithic;Early;Island Mesolithic;;8.453710;39.556212;Melis et al. 2023;Melis, R. T., Demurtas, V., Mussi, M., Emanuele Orrù, P., Sulis, A., Altamura, F., Erbì, R., Orrù, M., & Deiana, G. (2023). The paleolandscape evolution of the southwestern coast of Sardinia (Italy) and its impact on Mesolithic settlements. Journal of Maps, 0(0), 1-14. https://doi.org/10.1080/17445647.2023.2182722
139;Boïla;Blk. Ipiros Ditiki Makedonia;Greece;West Balkans;RTA-3529;9540;75;Long;n.d;Charcoal;n.d;n.d;;;;IV;;Mesolithic;;;;20.7843;39.5712;Templer 2016;Templer, M., 2016. What Happened to the Southern European Hunter-Gatherers at the Advent of Farming, between Western Anatolia and the Head of the Adriatic Sea (9000-4500 BC)? A narrative description based on the archaeological record (PhD in Prehistory). University of Neuchâthel, Neuchâthel.
577;Gruta do Casal Papagaio;Distrito Santarém;Portugal;Atlantic Coast;Hv-1351;8870;105;Short;n.d;Shell;n.d;n.d;;;;;;Mesolithic;Early;Initial Mesolithic;No lithic reamins [based on Bicho 1991];-8.68488;39.59036;Strauss 2008;
578;Gruta do Casal Papagaio;Distrito Santarém;Portugal;Atlantic Coast;ICEN-369;9710;70;Short;Conventional;Bone;Bulk;n.d;;;;Base;;Mesolithic;Early;;;-8.68488;39.59036;Araújo 2003;
579;Gruta do Casal Papagaio;Distrito Santarém;Portugal;Atlantic Coast;ICEN-372;9650;90;Short;Conventional;Shell;n.d;Cerastodema edule;;;;Middle;;Mesolithic;Early;;;-8.68488;39.59036;Araújo 2003;
613;Konispol;Blk. Vlora;Albania;West Balkans;Beta-67804;7630;140;Long;Conventional;Charcoal;n.d;n.d;;;;Trench XXI (stratum 6b);Layer 39;Mesolithic;Late;Castelnovian;;20.18139;39.65889;Forenbaher y Miracle 2006;Forenbaher, S., Miracle, P.T., 2006. The spread of farming in the Eastern Adriatic. Doc. Praehist. 33, 89–100.
614;Konispol;Blk. Vlora;Albania;West Balkans;Beta-80000;7550;80;Long;Conventional;Charcoal;n.d;n.d;;;;Trench XXI ( stratum 6d);Layer 42;Mesolithic;Late;Castelnovian;;20.18139;39.65889;Forenbaher y Miracle 2006;Forenbaher, S., Miracle, P.T., 2006. The spread of farming in the Eastern Adriatic. Doc. Praehist. 33, 89–100.
615;Konispol;Blk. Vlora;Albania;West Balkans;Beta-67803;7510;90;Long;Conventional;Charcoal;n.d;n.d;;;;Trench XXI (stratum 6b);Layer 39;Mesolithic;Late;;;20.18139;39.65889;Forenbaher y Miracle 2006;Forenbaher, S., Miracle, P.T., 2006. The spread of farming in the Eastern Adriatic. Doc. Praehist. 33, 89–100.
616;Konispol;Blk. Vlora;Albania;West Balkans;Beta-79999;7410;80;Long;Conventional;Charcoal;n.d;n.d;;;;Trench XXI (Stratum 6c);Layer 42;Mesolithic;Late;Castelnovian;;20.18139;39.65889;Forenbaher y Miracle 2006;Forenbaher, S., Miracle, P.T., 2006. The spread of farming in the Eastern Adriatic. Doc. Praehist. 33, 89–100.
617;Konispol;Blk. Vlora;Albania;West Balkans;Beta-80001;8900;180;Long;Conventional;Charcoal;n.d;n.d;;;;Trench XXI (Stratum 6d);Layer 49;Mesolithic;Late;;;20.18139;39.65889;Forenbaher y Miracle 2006;Forenbaher, S., Miracle, P.T., 2006. The spread of farming in the Eastern Adriatic. Doc. Praehist. 33, 89–100.
309;Cruz da Areia;Distrito de Leira;Portugal;Atlantic Coast;Beta-34555;8720;40;Long;AMS;Charcoal;Singular;n.d;-24.4;;;Fire structure;;Mesolithic;Early;Initial Mesolithic;Flakes and denticulates;-8.809217;39.729948;Pereiro 2013;
931;Sidari;Blk. Corfú;Greece;West Balkans;GXO-771;7670;120;Long;Conventional;Charcoal;n.d;n.d;;;;EN I;;Mesolithic;;Sidarien;;19.73;39.78;Berger et al. 2014;Berger, J.-F., Metallinou, G., Guilaine, J., 2014. Vers une révision de la Transition méso-néolitique sur le site de Sidari (Corfou, Grèce). Nouvelles données géoarchéologiques et radiocarbone, évaluation des processus post-dépositionnels, in: Manen, C., Perrin, T., Guilaine, J. (Eds.), La Transition Néolithique En Méditerranée. Errance & Archives d’écologie préhistorique, Paris, pp. 213–232.
932;Sidari;Blk. Corfú;Greece;West Balkans;Lyon-3174;8000;90;Long;AMS;Charcoal;n.d;n.d;;;;4a;;Mesolithic;;;;19.73;39.78;Berger et al. 2014;Berger, J.-F., Metallinou, G., Guilaine, J., 2014. Vers une révision de la Transition méso-néolitique sur le site de Sidari (Corfou, Grèce). Nouvelles données géoarchéologiques et radiocarbone, évaluation des processus post-dépositionnels, in: Manen, C., Perrin, T., Guilaine, J. (Eds.), La Transition Néolithique En Méditerranée. Errance & Archives d’écologie préhistorique, Paris, pp. 213–232.
