Id Database record;Name_site;Province;Country;Region;Laboratory;CRA;Error;Life;Method;Sample;Type;Specie;13C;15N;CN;Level;SU or UE;Period;Phase;Cultural_horizon;Periodization;Cultural info;LongGM;LatGM;Short reference;Bibliography
380;Cuzoul de Gramat;R. Midi Pyrenées;France;West Mediterranean;Ly-14205;6490;40;Long;Conventional;Charcoal;n.d;n.d;;;;;Hearth F3h (HA2.4);Mesolithic;Early;Indeterminate;Early Mesolithic;Intrusive material;1.7234;44.7811;Marchand y Perrin 2017;Marchand, G., Perrin, T., 2017. Why this revolution? Explaining the major technical shift in Southwestern Europe during the 7th millennium cal. BC. Frison Inst. Symp. Int. Perspect. Clim. Change Archaeol. 428, 73–85. https://doi.org/10.1016/j.quaint.2015.07.059
381;Cuzoul de Gramat;R. Midi Pyrenées;France;West Mediterranean;Ly-14458;6815;40;Long;Conventional;Charcoal;n.d;n.d;;;;;SG5200;Mesolithic;Late;Castelnovian n.d;Late Mesolithic;;1.7234;44.7811;Marchand y Perrin 2017;Marchand, G., Perrin, T., 2017. Why this revolution? Explaining the major technical shift in Southwestern Europe during the 7th millennium cal. BC. Frison Inst. Symp. Int. Perspect. Clim. Change Archaeol. 428, 73–85. https://doi.org/10.1016/j.quaint.2015.07.059
382;Defesa de Cima 2;Distrito de Évora;Portugal;West Mediterranean;Beta-409413;7180;30;Short;Conventional;Bone;Singular;Burned / Calcinated;;;;-;Pit 1 (depth of 30 cm);Mesolithic;Late;Castelnovian A;Late Mesolithic;* Burnt bone without diagnostic material;-7.8036;38.4062;Diniz 2017;Diniz, M., 2017. Estratégias de povoamento, transições culturais e registo arqueológico (ou a irónica contingência da ciência). Uma datação absoluta para o sítio da Defesa de Cima 2 (Évora). Sci. Antiq. 1–1, 65–82.
451;Fiais;Distrito de Faro;Portugal;West Mediterranean;ICEN-103;6930;90;Short;Conventional;Shell;Bulk;n.d;;;;;Unknow;Mesolithic;Late;Castelnovian n.d;Late Mesolithic;;-8.66771;37.51617;Carvalho 2008;Carvalho, A.F., 2008. A Neolitização do Portugal Meridional: Os exemplos do Maciço Calcário Estremenho e do Algarve Ocidental, Promontoria Monográfica. Universidade do Algarbe, Faro.
452;Fiais;Distrito de Faro;Portugal;West Mediterranean;TO-705;6840;70;Long;Conventional;Charcoal;Bulk;n.d;;;;Central block;S.XIX, B8, z. 243;Mesolithic;Late;Castelnovian C;Late Mesolithic;16 trapeze / 16 triangle / 9 segment [Vierra 1995];-8.66771;37.51617;Zilhao 2000;Zilhão, J., 2000. From the mesolithic to the neolithic in the Iberian peninsular, in: Douglas, P.T. (Ed.), Europe’s First Farmers. The press syndicate of the University of Cambrigde, Cambridge, pp. 144–182.
453;Fiais;Distrito de Faro;Portugal;West Mediterranean;TO-706;6260;80;Short;Conventional;Bone;Bulk;n.d;;;;Central block;S.XIX, A10, z. 244;Mesolithic;Late;Castelnovian C;Late Mesolithic;16 trapeze / 16 triangle / 9 segment [Vierra 1995];-8.66771;37.51617;Zilhao 2000;Zilhão, J., 2000. From the mesolithic to the neolithic in the Iberian peninsular, in: Douglas, P.T. (Ed.), Europe’s First Farmers. The press syndicate of the University of Cambrigde, Cambridge, pp. 144–182.
454;Fiais;Distrito de Faro;Portugal;West Mediterranean;TO-806;7010;70;Long;Conventional;Charcoal;Bulk;n.d;;;;Northern block;S. XXI, G1, Feature 1;Mesolithic;Late;Castelnovian B;Late Mesolithic;6 trapeze / 9 triangle / 4 segment [Vierra 1995];-8.66771;37.51617;Zilhao 2000;Zilhão, J., 2000. From the mesolithic to the neolithic in the Iberian peninsular, in: Douglas, P.T. (Ed.), Europe’s First Farmers. The press syndicate of the University of Cambrigde, Cambridge, pp. 144–182.
455;Fiais;Distrito de Faro;Portugal;West Mediterranean;ICEN-141;6180;110;Short;Conventional;Bone;Bulk;n.d;;;;;Unknow;Mesolithic;Late;Castelnovian n.d;Late Mesolithic;;-8.66771;37.51617;Zilhao 2000;Zilhão, J., 2000. From the mesolithic to the neolithic in the Iberian peninsular, in: Douglas, P.T. (Ed.), Europe’s First Farmers. The press syndicate of the University of Cambrigde, Cambridge, pp. 144–182.
456;Fiais;Distrito de Faro;Portugal;West Mediterranean;ICEN-110;6870;220;Short;Conventional;Bone;Bulk;n.d;;;;;Unknow;Mesolithic;Late;Castelnovian n.d;Late Mesolithic;;-8.66771;37.51617;Zilhao 2000;Zilhão, J., 2000. From the mesolithic to the neolithic in the Iberian peninsular, in: Douglas, P.T. (Ed.), Europe’s First Farmers. The press syndicate of the University of Cambrigde, Cambridge, pp. 144–182.
468;Font-des-Pigeons;R. Provence Alpes / Côte d'Azur;France;West Mediterranean;Beta-267434;6250;40;Short;AMS;Seed / Fruit;Bulk;Cerealia sp.;;;;Layer 18;18 G;Mesolithic;Late;Castelnovian n.d;Late Mesolithic;7 trapezes [tBased on Defranould];5.16;43.38;Binder et al. 2017;Binder, D., Battentier, J., Delhon, C., Sénépart, I., 2017. In pursuit of a missing transition: the Mesolithic and Neolithic radiocarbon chronology at La Font-aux-Pigeons rockshelter. Antiquity 91, 605–620. doi:10.15184/aqy.2017.65
469;Font-des-Pigeons;R. Provence Alpes / Côte d'Azur;France;West Mediterranean;LTL-15950A;6400;45;Long;AMS;Charcoal;Singular;Pinus sp.;;;;Layer 19;19 B # 14;Mesolithic;Late;Castelnovian n.d;Late Mesolithic;9 trapezes [Based on Defranould];5.16;43.38;Binder et al. 2017;Binder, D., Battentier, J., Delhon, C., Sénépart, I., 2017. In pursuit of a missing transition: the Mesolithic and Neolithic radiocarbon chronology at La Font-aux-Pigeons rockshelter. Antiquity 91, 605–620. doi:10.15184/aqy.2017.65
470;Font-des-Pigeons;R. Provence Alpes / Côte d'Azur;France;West Mediterranean;LTL-15782A;6539;45;Long;AMS;Charcoal;Singular;Phyllyrea sp. / Rhamnus alaternus;;;;Layer 18;18 B # 3;Mesolithic;Late;Castelnovian n.d;Late Mesolithic;;5.16;43.38;Binder et al. 2017;Binder, D., Battentier, J., Delhon, C., Sénépart, I., 2017. In pursuit of a missing transition: the Mesolithic and Neolithic radiocarbon chronology at La Font-aux-Pigeons rockshelter. Antiquity 91, 605–620. doi:10.15184/aqy.2017.65
471;Font-des-Pigeons;R. Provence Alpes / Côte d'Azur;France;West Mediterranean;LTL-15785A;6633;50;Long;AMS;Charcoal;Singular;Arbutus unedo;;;;Layer 18;18 G3 # 13;Mesolithic;Late;Castelnovian n.d;Late Mesolithic;9 trapezes [Based on Defranould];5.16;43.38;Binder et al. 2017;Binder, D., Battentier, J., Delhon, C., Sénépart, I., 2017. In pursuit of a missing transition: the Mesolithic and Neolithic radiocarbon chronology at La Font-aux-Pigeons rockshelter. Antiquity 91, 605–620. doi:10.15184/aqy.2017.65
472;Font-des-Pigeons;R. Provence Alpes / Côte d'Azur;France;West Mediterranean;LTL-15786A;7357;50;Long;AMS;Charcoal;Singular;Phyllyrea sp. / Rhamnus alaternus;;;;Layer 18;18 G3 # 51;Mesolithic;Late;Castelnovian n.d;Late Mesolithic;9 trapezes [Based on Defranould];5.16;43.38;Binder et al. 2017;Binder, D., Battentier, J., Delhon, C., Sénépart, I., 2017. In pursuit of a missing transition: the Mesolithic and Neolithic radiocarbon chronology at La Font-aux-Pigeons rockshelter. Antiquity 91, 605–620. doi:10.15184/aqy.2017.65
473;Font-des-Pigeons;R. Provence Alpes / Côte d'Azur;France;West Mediterranean;LTL-15416A;7369;55;Short;AMS;Seed / Fruit;Singular;Pistacea sp.;;;;Layer 18;18 H;Mesolithic;Late;Castelnovian n.d;Late Mesolithic;3 trapezes [Based on Defranould];5.16;43.38;Binder et al. 2017;Binder, D., Battentier, J., Delhon, C., Sénépart, I., 2017. In pursuit of a missing transition: the Mesolithic and Neolithic radiocarbon chronology at La Font-aux-Pigeons rockshelter. Antiquity 91, 605–620. doi:10.15184/aqy.2017.65
474;Font-des-Pigeons;R. Provence Alpes / Côte d'Azur;France;West Mediterranean;LTL-15419A;7382;50;Short;AMS;Seed / Fruit;Singular;Pistacea sp.;;;;Layer 18;18 G3;Mesolithic;Late;Castelnovian n.d;Late Mesolithic;9 trapezes [Based on Defranould];5.16;43.38;Binder et al. 2017;Binder, D., Battentier, J., Delhon, C., Sénépart, I., 2017. In pursuit of a missing transition: the Mesolithic and Neolithic radiocarbon chronology at La Font-aux-Pigeons rockshelter. Antiquity 91, 605–620. doi:10.15184/aqy.2017.65
475;Font-des-Pigeons;R. Provence Alpes / Côte d'Azur;France;West Mediterranean;LTL1-5949A;7573;60;Long;AMS;Charcoal;Singular;Phyllyrea sp. / Rhamnus alaternus;;;;Layer 19;19 B # 4;Mesolithic;Late;Castelnovian n.d;Late Mesolithic;9 trapezes [Based on Defranould];5.16;43.38;Binder et al. 2017;Binder, D., Battentier, J., Delhon, C., Sénépart, I., 2017. In pursuit of a missing transition: the Mesolithic and Neolithic radiocarbon chronology at La Font-aux-Pigeons rockshelter. Antiquity 91, 605–620. doi:10.15184/aqy.2017.65
476;Font-des-Pigeons;R. Provence Alpes / Côte d'Azur;France;West Mediterranean;Ly-2830;7260;120;Long;Conventional;Charcoal;n.d;n.d;;;;Layer 18;18G;Mesolithic;Late;Castelnovian n.d;Late Mesolithic;7 trapezes [Based on Defranould];5.16;43.38;Marchand y Perrin 2017;Marchand, G., Perrin, T., 2017. Why this revolution? Explaining the major technical shift in Southwestern Europe during the 7th millennium cal. BC. Frison Inst. Symp. Int. Perspect. Clim. Change Archaeol. 428, 73–85. https://doi.org/10.1016/j.quaint.2015.07.059
477;Font-des-Pigeons;R. Provence Alpes / Côte d'Azur;France;West Mediterranean;Ly-2832;7290;130;Long;Conventional;Charcoal;n.d;n.d;;;;Layer 19;19;Mesolithic;Late;Castelnovian n.d;Late Mesolithic;9 trapezes [Based on Defranould];5.16;43.38;Marchand y Perrin 2017;Marchand, G., Perrin, T., 2017. Why this revolution? Explaining the major technical shift in Southwestern Europe during the 7th millennium cal. BC. Frison Inst. Symp. Int. Perspect. Clim. Change Archaeol. 428, 73–85. https://doi.org/10.1016/j.quaint.2015.07.059
478;Font-des-Pigeons;R. Provence Alpes / Côte d'Azur;France;West Mediterranean;Ly-2833;7630;150;Long;Conventional;Charcoal;n.d;n.d;;;; Layer 20;20;Mesolithic;Late;Castelnovian n.d;Late Mesolithic;;5.16;43.38;Marchand y Perrin 2017;Marchand, G., Perrin, T., 2017. Why this revolution? Explaining the major technical shift in Southwestern Europe during the 7th millennium cal. BC. Frison Inst. Symp. Int. Perspect. Clim. Change Archaeol. 428, 73–85. https://doi.org/10.1016/j.quaint.2015.07.059
485;Forno da Telha;Distrito de Leiria;Portugal;West Mediterranean;Wk-18358;6764;35;Short;AMS;Bone;Singular;Sus scrofa;;;;Shell Midden;;Mesolithic;Late;Castelnovian C;Late Mesolithic;3 trapeze / 8 triangle / 9 segment [Araujo 1993];-9.08277;39.38736;Araújo 1993;Araújo, A.C., 1993. A estação mesolítica do Forno da Telha (Rio Maior). Presented at the 1. o Congresso de Arqueologia Peninsular:(Porto, 12-18 de Outubro de 1993): actas, Sociedade Portuguesa de Antropologia e Etnologia, pp. 15–39.
486;Forno da Telha;Distrito de Leiria;Portugal;West Mediterranean;ICEN-416;7320;60;Short;n.d;Shell;n.d;Cerastodema edule;;;;Base;Layer 2;Mesolithic;Late;Castelnovian B;Late Mesolithic;69 trapeze / 82 triangle / 67 segment [Araujo 1993];-9.08277;39.38736;Carvalho 2009;Carvalho, A.F., 2009. O Mesolítico final em Portugal, in: Utrilla, P., Montes, L. (Eds.), El Mesolítico Geométrico En La Península Ibérica. Universidad de Zaragoza, Zaragoza, pp. 33–68.
487;Forno da Telha;Distrito de Leiria;Portugal;West Mediterranean;ICEN-417;7360;90;Short;Conventional;Shell;Bulk;n.d;;;;Base;Layer 2;Mesolithic;Late;Castelnovian B;Late Mesolithic;69 trapeze / 82 triangle / 67 segment [Araujo 1993];-9.08277;39.38736;Zilhao 2000;Zilhão, J., 2000. From the mesolithic to the neolithic in the Iberian peninsular, in: Douglas, P.T. (Ed.), Europe’s First Farmers. The press syndicate of the University of Cambrigde, Cambridge, pp. 144–182.
492;Grande-Rivoire;R. Rhône-Alpes;France;West Mediterranean;Beta-255119;7310;40;Short;AMS;Bone;Singular;n.d;;;;Sector 17 D30;US 25 – 27;Mesolithic;Late;Castelnovian n.d;Late Mesolithic;Presence of trapezes;5.6386;45.2071;Marchand y Perrin 2017;Marchand, G., Perrin, T., 2017. Why this revolution? Explaining the major technical shift in Southwestern Europe during the 7th millennium cal. BC. Frison Inst. Symp. Int. Perspect. Clim. Change Archaeol. 428, 73–85. https://doi.org/10.1016/j.quaint.2015.07.059
493;Grande-Rivoire;R. Rhône-Alpes;France;West Mediterranean;GrA-25066;7435;45;Short;AMS;Bone;Singular;n.d;;;;;GRIV87 6.66 B3 ?;Mesolithic;Late;Castelnovian n.d;Late Mesolithic;Presence of trapezes;5.6386;45.2071;Marchand y Perrin 2017;Marchand, G., Perrin, T., 2017. Why this revolution? Explaining the major technical shift in Southwestern Europe during the 7th millennium cal. BC. Frison Inst. Symp. Int. Perspect. Clim. Change Archaeol. 428, 73–85. https://doi.org/10.1016/j.quaint.2015.07.059
494;Grande-Rivoire;R. Rhône-Alpes;France;West Mediterranean;Beta-282248;7790;45;Short;AMS;Bone;Singular;n.d;;;;Sector 17 D34;US 30-32;Mesolithic;Early / Late;Mixed cultural horizons;Early / Late Mesolithic;Meso 1 o Meso 2 (mix);5.6386;45.2071;Nicod et al. 2012;Nicod, P.-Y., Perrin, T., Brochier, J.-L., Chaix, L., Marquebielle, B., Picavet, R., Vannieuwenhuyse, D., 2012. Continuités et ruptures culturelles entre chasseurs mésolithiques et chasseurs néolithiques en Vercors: analyse préliminaire des niveaux du Mésolithique récent et du Néolithique ancien..., in: Perrin, T., Sénépart, I., Cauliez, J., Thirault, É., Bonnardin, S. (Eds.), 9e RMPR (Saint-Georges-de-Didonne 2010) — Dynamismes et Rythmes Évolutifs Des Sociétés de La Préhistoire Récente. Archives d’Écologie Préhistorique, Tolouse, pp. 13–32.
693;Lalo;R. Rhône-Alpes;France;West Mediterranean;AA-32642;7315;65;Long;AMS;Charcoal;n.d;n.d;;;;Lower terrace;Structure 8;Mesolithic;Late;Castelnovian n.d;Late Mesolithic;16 trapezes [tBased on Defranould];4.82118;44.5253;Marchand y Perrin 2017;Marchand, G., Perrin, T., 2017. Why this revolution? Explaining the major technical shift in Southwestern Europe during the 7th millennium cal. BC. Frison Inst. Symp. Int. Perspect. Clim. Change Archaeol. 428, 73–85. https://doi.org/10.1016/j.quaint.2015.07.059
740;Medo Tojeiro;Distrito de Beja;Portugal;West Mediterranean;Beta-11723;5450;160;Long;n.d;Charcoal;Bulk;n.d;;;;Level 4;Hearth;Mesolithic;Late;Castelnovian n.d;Late Mesolithic;* No fiable;-8.7719;37.64737;Lubell y Jackes 1985;Lubell, D., Jackes, M., 1985. Mesolithic-Neolithic continuity: evidence from chronology and human biology. Résumé 6, 2H4.
741;Medo Tojeiro;Distrito de Beja;Portugal;West Mediterranean;BM-2275R;6820;140;Short;Conventional;Shell;Bulk;n.d;;;;Level 4 ?;exposed face;Mesolithic;Late;Castelnovian n.d;Late Mesolithic;non diagnostic material;-8.7719;37.64737;Zilhao 2000;Zilhão, J., 2000. From the mesolithic to the neolithic in the Iberian peninsular, in: Douglas, P.T. (Ed.), Europe’s First Farmers. The press syndicate of the University of Cambrigde, Cambridge, pp. 144–182.
751;Moita da Sebastiao;Distrito de Setúbal;Portugal;West Mediterranean;Beta-127449;7120;70;Short;n.d;Bone;Singular;Human;-16.8;;;;Burial 16;Mesolithic;Late;Castelnovian A;Late Mesolithic;302 trapeze / 9 triangle [Roche 1960] * General lithic overview;-8.5607;39.11194;Carvalho 2009;Carvalho, A.F., 2009. O Mesolítico final em Portugal, in: Utrilla, P., Montes, L. (Eds.), El Mesolítico Geométrico En La Península Ibérica. Universidad de Zaragoza, Zaragoza, pp. 33–68.
752;Moita da Sebastiao;Distrito de Setúbal;Portugal;West Mediterranean;TO-131;7240;70;Short;Conventional;Bone;Singular;Human;-16.1;12.2;;Basal sand?;Burial 22;Mesolithic;Late;Castelnovian A;Late Mesolithic;302 trapeze / 9 triangle [Roche 1960] * General lithic overview;-8.5607;39.11194;Zilhao 2000;Zilhão, J., 2000. From the mesolithic to the neolithic in the Iberian peninsular, in: Douglas, P.T. (Ed.), Europe’s First Farmers. The press syndicate of the University of Cambrigde, Cambridge, pp. 144–182.
753;Moita da Sebastiao;Distrito de Setúbal;Portugal;West Mediterranean;TO-132;7180;70;Short;Conventional;Bone;Singular;Human;-16.8;11.9;;Basal sand?;Burial 24;Mesolithic;Late;Castelnovian A;Late Mesolithic;302 trapeze / 9 triangle [Roche 1960] * General lithic overview;-8.5607;39.11194;Zilhao 2000;Zilhão, J., 2000. From the mesolithic to the neolithic in the Iberian peninsular, in: Douglas, P.T. (Ed.), Europe’s First Farmers. The press syndicate of the University of Cambrigde, Cambridge, pp. 144–182.
754;Moita da Sebastiao;Distrito de Setúbal;Portugal;West Mediterranean;TO-133;7200;70;Short;Conventional;Bone;Singular;Human;-16.9;10.4;;;Burial 29;Mesolithic;Late;Castelnovian A;Late Mesolithic;302 trapeze / 9 triangle [Roche 1960] * General lithic overview;-8.5607;39.11194;Zilhao 2000;Zilhão, J., 2000. From the mesolithic to the neolithic in the Iberian peninsular, in: Douglas, P.T. (Ed.), Europe’s First Farmers. The press syndicate of the University of Cambrigde, Cambridge, pp. 144–182.
755;Moita da Sebastiao;Distrito de Setúbal;Portugal;West Mediterranean;TO-134;7160;80;Short;Conventional;Bone;Singular;Human;-16.7;11.2;;Basal sand?;Burial 41;Mesolithic;Late;Castelnovian A;Late Mesolithic;302 trapeze / 9 triangle [Roche 1960] * General lithic overview;-8.5607;39.11194;Zilhao 2000;Zilhão, J., 2000. From the mesolithic to the neolithic in the Iberian peninsular, in: Douglas, P.T. (Ed.), Europe’s First Farmers. The press syndicate of the University of Cambrigde, Cambridge, pp. 144–182.
756;Moita da Sebastiao;Distrito de Setúbal;Portugal;West Mediterranean;TO-135;6810;70;Short;Conventional;Bone;Singular;Human;-15.3;13.4;;Basal Sand?;Burial CT;Mesolithic;Late;Castelnovian A;Late Mesolithic;302 trapeze / 9 triangle [Roche 1960] * General lithic overview;-8.5607;39.11194;Zilhao 2000;Zilhão, J., 2000. From the mesolithic to the neolithic in the Iberian peninsular, in: Douglas, P.T. (Ed.), Europe’s First Farmers. The press syndicate of the University of Cambrigde, Cambridge, pp. 144–182.
757;Moita da Sebastiao;Distrito de Setúbal;Portugal;West Mediterranean;H-2119/1546;7080;130;Long;Conventional;Charcoal;n.d;n.d;;;;Basal level;;Mesolithic;Late;Castelnovian A;Late Mesolithic;302 trapeze / 9 triangle [Roche 1960] * General lithic overview;-8.561;39.11259;Gkiasta et al. 2003;Gkiasta, M., Russell, T., Shennan, S., Steele, J., 2003. Neolithic transition in Europe: The radiocarbon record revisited. Antiquity 77, 45–62.
758;Moita da Sebastiao;Distrito de Setúbal;Portugal;West Mediterranean;Ua-46270;6743;44;Short;Conventional;Bone;Singular;Human;18.4;10.5;3.2;Basal sand;Burial 33;Mesolithic;Late;Castelnovian A;Late Mesolithic;302 trapeze / 9 triangle [Roche 1960] * General lithic overview;-8.5607;39.11194;Peyroteo-Stjerna 2016;Peyroteo-Stjerna , R., 2016. Death in the Mesolithic or the Mortuary Practices of the Last Hunter-Gatherers of the South-Western Iberian Peninsula, 7th–6th Millennium BCE, Occasional papers of Archaeology. University of Uppsala.
759;Moita da Sebastiao;Distrito de Setúbal;Portugal;West Mediterranean;Ua-47978;6753;46;Short;Conventional;Bone;Singular;Human;-18.2;9;3.4;Basal sand;Burial 10;Mesolithic;Late;Castelnovian A;Late Mesolithic;302 trapeze / 9 triangle [Roche 1960] * General lithic overview;-8.5607;39.11194;Peyroteo-Stjerna 2016;Peyroteo-Stjerna , R., 2016. Death in the Mesolithic or the Mortuary Practices of the Last Hunter-Gatherers of the South-Western Iberian Peninsula, 7th–6th Millennium BCE, Occasional papers of Archaeology. University of Uppsala.
760;Moita da Sebastiao;Distrito de Setúbal;Portugal;West Mediterranean;Ua-46265;6986;40;Short;Conventional;Bone;Singular;Human;-17.9;10.2;;Basal sand;Burial 15;Mesolithic;Late;Castelnovian A;Late Mesolithic;302 trapeze / 9 triangle [Roche 1960] * General lithic overview;-8.5607;39.11194;Peyroteo-Stjerna 2016;Peyroteo-Stjerna , R., 2016. Death in the Mesolithic or the Mortuary Practices of the Last Hunter-Gatherers of the South-Western Iberian Peninsula, 7th–6th Millennium BCE, Occasional papers of Archaeology. University of Uppsala.
761;Moita da Sebastiao;Distrito de Setúbal;Portugal;West Mediterranean;Ua-47981;7058;44;Short;Conventional;Bone;Singular;Human;-17.4;9.8;3.2;;Burial 30;Mesolithic;Late;Castelnovian A;Late Mesolithic;302 trapeze / 9 triangle [Roche 1960] * General lithic overview;-8.5607;39.11194;Peyroteo-Stjerna 2016;Peyroteo-Stjerna , R., 2016. Death in the Mesolithic or the Mortuary Practices of the Last Hunter-Gatherers of the South-Western Iberian Peninsula, 7th–6th Millennium BCE, Occasional papers of Archaeology. University of Uppsala.
762;Moita da Sebastiao;Distrito de Setúbal;Portugal;West Mediterranean;Ua-46269;7141;40;Short;Conventional;Bone;Singular;Human;-17.4;10.6;3.2;Basal sand;Burial 31;Mesolithic;Late;Castelnovian A;Late Mesolithic;302 trapeze / 9 triangle [Roche 1960] * General lithic overview;-8.5607;39.11194;Peyroteo-Stjerna 2016;Peyroteo-Stjerna , R., 2016. Death in the Mesolithic or the Mortuary Practices of the Last Hunter-Gatherers of the South-Western Iberian Peninsula, 7th–6th Millennium BCE, Occasional papers of Archaeology. University of Uppsala.
763;Moita da Sebastiao;Distrito de Setúbal;Portugal;West Mediterranean;Ua-46263;7483;48;Short;Conventional;Bone;Singular;Human;-17;10.5;3.2;Basal sand;Burial 1;Mesolithic;Late;Castelnovian A;Late Mesolithic;302 trapeze / 9 triangle [Roche 1960] * General lithic overview;-8.5607;39.11194;Peyroteo-Stjerna 2016;Peyroteo-Stjerna , R., 2016. Death in the Mesolithic or the Mortuary Practices of the Last Hunter-Gatherers of the South-Western Iberian Peninsula, 7th–6th Millennium BCE, Occasional papers of Archaeology. University of Uppsala.
764;Moita da Sebastiao;Distrito de Setúbal;Portugal;West Mediterranean;Ua-46264;7621;50;Short;Conventional;Bone;Singular;Human;-17;10.8;3.2;Basal Sand;Burial 9;Mesolithic;Late;Castelnovian A;Late Mesolithic;302 trapeze / 9 triangle [Roche 1960] * General lithic overview;-8.5607;39.11194;Peyroteo-Stjerna 2016;Peyroteo-Stjerna , R., 2016. Death in the Mesolithic or the Mortuary Practices of the Last Hunter-Gatherers of the South-Western Iberian Peninsula, 7th–6th Millennium BCE, Occasional papers of Archaeology. University of Uppsala.
765;Moita da Sebastiao;Distrito de Setúbal;Portugal;West Mediterranean;Ua-46266;7095;45;Short;Conventional;Bone;Singular;Human;-16.9;10.8;3.1;Basal sand;Burial 18;Mesolithic;Late;Castelnovian A;Late Mesolithic;302 trapeze / 9 triangle [Roche 1960] * General lithic overview;-8.5607;39.11194;Peyroteo-Stjerna 2016;Peyroteo-Stjerna , R., 2016. Death in the Mesolithic or the Mortuary Practices of the Last Hunter-Gatherers of the South-Western Iberian Peninsula, 7th–6th Millennium BCE, Occasional papers of Archaeology. University of Uppsala.
766;Moita da Sebastiao;Distrito de Setúbal;Portugal;West Mediterranean;Ua-46267;7120;43;Short;Conventional;Bone;Singular;Human;-16.9;12.8;3.2;Basal sand;Burial 22;Mesolithic;Late;Castelnovian A;Late Mesolithic;302 trapeze / 9 triangle [Roche 1960] * General lithic overview;-8.5607;39.11194;Peyroteo-Stjerna 2016;Peyroteo-Stjerna , R., 2016. Death in the Mesolithic or the Mortuary Practices of the Last Hunter-Gatherers of the South-Western Iberian Peninsula, 7th–6th Millennium BCE, Occasional papers of Archaeology. University of Uppsala.
767;Moita da Sebastiao;Distrito de Setúbal;Portugal;West Mediterranean;Ua-47977;7138;42;Short;Conventional;Bone;Singular;Human;16.9;9.3;3.1;Basal sand;Burial 5;Mesolithic;Late;Castelnovian A;Late Mesolithic;302 trapeze / 9 triangle [Roche 1960] * General lithic overview;-8.5607;39.11194;Peyroteo-Stjerna 2016;Peyroteo-Stjerna , R., 2016. Death in the Mesolithic or the Mortuary Practices of the Last Hunter-Gatherers of the South-Western Iberian Peninsula, 7th–6th Millennium BCE, Occasional papers of Archaeology. University of Uppsala.
768;Moita da Sebastiao;Distrito de Setúbal;Portugal;West Mediterranean;Ua-47980;7105;42;Short;Conventional;Bone;Singular;Human;16.8;9.5;3.1;Basal sand;Burial 17;Mesolithic;Late;Castelnovian A;Late Mesolithic;302 trapeze / 9 triangle [Roche 1960] * General lithic overview;-8.5607;39.11194;Peyroteo-Stjerna 2016;Peyroteo-Stjerna , R., 2016. Death in the Mesolithic or the Mortuary Practices of the Last Hunter-Gatherers of the South-Western Iberian Peninsula, 7th–6th Millennium BCE, Occasional papers of Archaeology. University of Uppsala.
769;Moita da Sebastiao;Distrito de Setúbal;Portugal;West Mediterranean;Ua-46271;7236;41;Short;Conventional;Bone;Singular;Human;-16.3;11.9;3.2;;Burial 34;Mesolithic;Late;Castelnovian A;Late Mesolithic;302 trapeze / 9 triangle [Roche 1960] * General lithic overview;-8.5607;39.11194;Peyroteo-Stjerna 2016;Peyroteo-Stjerna , R., 2016. Death in the Mesolithic or the Mortuary Practices of the Last Hunter-Gatherers of the South-Western Iberian Peninsula, 7th–6th Millennium BCE, Occasional papers of Archaeology. University of Uppsala.
770;Moita da Sebastiao;Distrito de Setúbal;Portugal;West Mediterranean;Ua-46268;7243;45;Short;Conventional;Bone;Singular;Human;-16.2;14;3.2;Basal sand;Burial 25;Mesolithic;Late;Castelnovian A;Late Mesolithic;302 trapeze / 9 triangle [Roche 1960] * General lithic overview;-8.5607;39.11194;Peyroteo-Stjerna 2016;Peyroteo-Stjerna , R., 2016. Death in the Mesolithic or the Mortuary Practices of the Last Hunter-Gatherers of the South-Western Iberian Peninsula, 7th–6th Millennium BCE, Occasional papers of Archaeology. University of Uppsala.
786;Montes de Baixo;Distrito de Beja;Portugal;West Mediterranean;ICEN-718;7590;60;Short;Conventional;Shell;Singular;Patella sp.;;;;;Layer 2;Mesolithic;Late;Indeterminate;Late Mesolithic;non diagnostic material;-8.80571;37.41583;Carvalho 2009;Carvalho, A.F., 2009. O Mesolítico final em Portugal, in: Utrilla, P., Montes, L. (Eds.), El Mesolítico Geométrico En La Península Ibérica. Universidad de Zaragoza, Zaragoza, pp. 33–68.
787;Montes de Baixo;Distrito de Beja;Portugal;West Mediterranean;ICEN-720;7910;60;Short;Conventional;Shell;Singular;Patella sp.;;;;;Layer 4;Mesolithic;Early;Initial Mesolithic;Early Mesolithic;non diagnostic material (dudas crono);-8.80571;37.41583;Carvalho 2009;Carvalho, A.F., 2009. O Mesolítico final em Portugal, in: Utrilla, P., Montes, L. (Eds.), El Mesolítico Geométrico En La Península Ibérica. Universidad de Zaragoza, Zaragoza, pp. 33–68.
788;Mourre du Sève;R. Provence Alpes / Côte d'Azur;France;West Mediterranean;Lyon-148;7730;60;Long;AMS;Charcoal;Singular;Quercus sp.;;;;E2;UE 13-16;Mesolithic;Late;Castelnovian n.d;Late Mesolithic;3 trapezes [Based on Defranould];4.8941;44.0184;Marchand y Perrin 2017;Marchand, G., Perrin, T., 2017. Why this revolution? Explaining the major technical shift in Southwestern Europe during the 7th millennium cal. BC. Frison Inst. Symp. Int. Perspect. Clim. Change Archaeol. 428, 73–85. https://doi.org/10.1016/j.quaint.2015.07.059
